,Result
16965,1
2431,0
17293,1
18800,1
12415,0
26754,1
12075,0
19425,1
25994,1
21015,1
16108,1
27987,1
16884,1
23829,1
17112,1
13277,0
27484,1
8601,0
21562,1
23454,1
4838,0
24482,1
17950,1
22588,1
2230,0
4234,0
13124,0
23394,1
28264,1
10393,0
1110,0
12610,0
25684,1
14770,1
26311,1
21784,1
21859,1
28839,1
28133,1
8900,0
2235,0
8845,0
16907,1
21063,1
809,0
21197,1
23696,1
20201,1
10097,0
16968,1
4878,0
413,0
26871,1
8619,0
16573,1
23885,1
397,0
12487,0
17466,1
22765,1
21985,1
22384,1
17679,1
16085,1
18314,1
10976,0
1391,0
7970,0
18505,1
7370,0
15034,1
16264,1
5135,0
20523,1
15144,1
181,0
7582,0
28365,1
20880,1
23070,1
28704,1
8270,0
11305,0
595,0
14051,0
17530,1
15566,1
5115,0
25118,1
22500,1
24923,1
9394,0
24717,1
4979,0
8552,0
16471,1
14576,0
17693,1
11114,0
6966,0
15275,1
17307,1
1778,0
20611,1
6635,0
12235,0
14028,0
4946,0
2517,0
3072,0
21689,1
23572,1
1870,0
8308,0
23324,1
17813,1
25266,1
27531,1
818,0
787,0
4119,0
5524,0
23866,1
17011,1
12283,0
3472,0
4113,0
20041,1
2809,0
7279,0
6787,0
3502,0
28610,1
21688,1
20407,1
18742,1
20963,1
23491,1
605,0
27737,1
21814,1
12435,0
27344,1
20514,1
7562,0
27196,1
6384,0
22097,1
25344,1
1901,0
20183,1
20073,1
24480,1
10500,0
11788,0
26601,1
28991,1
25649,1
15420,1
10173,0
4895,0
19678,1
11157,0
26875,1
1834,0
17712,1
15044,1
19886,1
26852,1
9689,0
19577,1
512,0
23377,1
3233,0
24840,1
24901,1
13963,0
2080,0
19720,1
23345,1
25056,1
25675,1
22242,1
28705,1
4736,0
4203,0
13454,0
15051,1
2301,0
3173,0
13026,0
19793,1
10034,0
24631,1
2152,0
12966,0
9873,0
19706,1
7692,0
1717,0
1053,0
17902,1
5151,0
6150,0
20513,1
7431,0
9245,0
25357,1
11020,0
19155,1
23517,1
21971,1
14182,0
26888,1
3865,0
4613,0
25011,1
2978,0
6609,0
18554,1
22308,1
9276,0
13011,0
28116,1
6654,0
18530,1
6566,0
20972,1
12964,0
7242,0
6938,0
22157,1
1472,0
28660,1
27853,1
22020,1
8148,0
16669,1
24011,1
28419,1
7614,0
14008,0
12166,0
6087,0
16895,1
5801,0
4161,0
29196,1
23920,1
22292,1
7125,0
15347,1
10517,0
8296,0
26406,1
2115,0
16831,1
13904,0
13912,0
10827,0
25343,1
24556,1
8350,0
3212,0
24319,1
11787,0
2256,0
20964,1
19401,1
13794,0
22015,1
26354,1
18778,1
27147,1
14654,1
2992,0
14582,0
18457,1
14190,0
19253,1
12073,0
2133,0
9045,0
20572,1
564,0
27228,1
2123,0
14010,0
625,0
14726,1
24709,1
422,0
14486,0
25893,1
17330,1
20176,1
29084,1
25114,1
28955,1
8511,0
17639,1
28321,1
2309,0
28129,1
28807,1
8205,0
17209,1
23469,1
25973,1
1693,0
20476,1
28914,1
16156,1
4124,0
4293,0
17390,1
10990,0
5622,0
8378,0
5535,0
16218,1
15886,1
2415,0
2274,0
14728,1
2312,0
12128,0
20974,1
1039,0
4794,0
20705,1
18295,1
8528,0
24316,1
4424,0
18682,1
27003,1
16794,1
20210,1
21613,1
11969,0
19544,1
15524,1
29109,1
22390,1
27992,1
10731,0
2690,0
11203,0
14131,0
19003,1
15830,1
21937,1
13739,0
29085,1
7642,0
4079,0
285,0
20141,1
10790,0
19618,1
9120,0
13927,0
12845,0
10221,0
7234,0
28000,1
10837,0
2746,0
11493,0
20370,1
1574,0
4074,0
9487,0
3363,0
24112,1
28917,1
24570,1
1784,0
20601,1
23558,1
16754,1
19576,1
18768,1
20901,1
26102,1
21368,1
28912,1
13645,0
16555,1
9257,0
2226,0
11659,0
15857,1
11150,0
19481,1
24094,1
9669,0
1000,0
16436,1
559,0
9278,0
11703,0
4273,0
13118,0
14222,0
23703,1
16337,1
14052,0
27609,1
10727,0
15002,1
28028,1
21881,1
10510,0
2547,0
20559,1
14871,1
15452,1
1010,0
13504,0
13675,0
25316,1
6360,0
1120,0
6764,0
22923,1
9782,0
28293,1
25568,1
22356,1
21737,1
24758,1
22982,1
4628,0
11170,0
19945,1
29208,1
27875,1
25175,1
27435,1
15634,1
23684,1
3584,0
3531,0
6223,0
19352,1
5396,0
756,0
21882,1
7878,0
6544,0
22927,1
4918,0
9292,0
26705,1
21071,1
2138,0
1972,0
13858,0
13136,0
18893,1
25744,1
2092,0
18477,1
6416,0
10054,0
20233,1
429,0
2833,0
23310,1
26140,1
4556,0
1271,0
2219,0
22208,1
26516,1
4417,0
8572,0
15079,1
1939,0
25278,1
11406,0
19551,1
28304,1
1093,0
18586,1
23827,1
21919,1
4696,0
19299,1
14324,0
23254,1
8550,0
11512,0
7590,0
26082,1
12280,0
15196,1
12967,0
16177,1
25381,1
25109,1
20157,1
17774,1
27942,1
1085,0
9822,0
16297,1
28069,1
21385,1
17985,1
6726,0
14504,0
4651,0
24234,1
24080,1
19108,1
23724,1
26302,1
26924,1
23323,1
16865,1
7586,0
16279,1
8701,0
25435,1
19573,1
11884,0
1691,0
5534,0
5148,0
26351,1
18917,1
16060,1
11205,0
3505,0
25521,1
24068,1
3262,0
9467,0
7650,0
12108,0
6017,0
6313,0
19811,1
11983,0
27384,1
185,0
28374,1
12293,0
1098,0
5577,0
29125,1
11064,0
27971,1
4852,0
17439,1
5711,0
711,0
18161,1
1038,0
28350,1
13958,0
12528,0
13226,0
27622,1
12858,0
6612,0
3421,0
4472,0
1960,0
24035,1
3858,0
18566,1
21330,1
21363,1
6538,0
18520,1
8173,0
7866,0
19972,1
18538,1
8648,0
24264,1
5385,0
1194,0
21862,1
17553,1
6740,0
16326,1
3602,0
19375,1
1616,0
9001,0
6843,0
25849,1
26183,1
13525,0
7700,0
11380,0
18870,1
6777,0
17198,1
17850,1
23173,1
9183,0
18471,1
9152,0
23175,1
1171,0
24756,1
25847,1
14227,0
18986,1
14836,1
3487,0
1232,0
2628,0
26046,1
24054,1
17810,1
15402,1
14437,0
26378,1
22213,1
25376,1
25068,1
18726,1
11144,0
7836,0
17776,1
10522,0
3603,0
25100,1
2296,0
1430,0
4498,0
20367,1
25051,1
13093,0
28432,1
16801,1
671,0
8919,0
25242,1
17563,1
18658,1
5721,0
4103,0
5895,0
21817,1
22565,1
17001,1
15210,1
24545,1
17111,1
27597,1
25815,1
11004,0
971,0
1394,0
7932,0
26862,1
11323,0
2075,0
21297,1
3274,0
16462,1
26195,1
3094,0
26641,1
25413,1
419,0
7067,0
19959,1
17282,1
5311,0
15057,1
22776,1
11900,0
4959,0
16601,1
20786,1
24749,1
18296,1
5848,0
11426,0
5217,0
23043,1
17573,1
3937,0
10845,0
4221,0
5864,0
1838,0
12240,0
7029,0
793,0
1162,0
15025,1
25792,1
21150,1
1935,0
25471,1
14911,1
10146,0
28634,1
10095,0
14269,0
24341,1
5568,0
4842,0
14454,0
531,0
2281,0
3928,0
6657,0
11480,0
8548,0
22131,1
8678,0
12005,0
2999,0
8827,0
6645,0
16132,1
7837,0
11182,0
27555,1
3899,0
8427,0
7123,0
9693,0
5059,0
20283,1
12688,0
27521,1
19487,1
23991,1
16204,1
5022,0
14147,0
10388,0
22133,1
28255,1
9392,0
1565,0
4061,0
611,0
20652,1
2412,0
1970,0
11017,0
25592,1
3731,0
18487,1
527,0
16138,1
1948,0
26379,1
27886,1
2641,0
11259,0
8865,0
2469,0
28411,1
24242,1
3839,0
22351,1
26276,1
10000,0
1728,0
10697,0
8840,0
5070,0
7421,0
10804,0
27964,1
10079,0
8711,0
13084,0
4495,0
16854,1
10356,0
27378,1
9455,0
12760,0
8533,0
9727,0
18754,1
23845,1
23743,1
28314,1
848,0
27508,1
17163,1
2570,0
19305,1
27199,1
29026,1
8059,0
23167,1
1491,0
21644,1
6535,0
7492,0
18142,1
20814,1
7900,0
16661,1
3219,0
22469,1
16876,1
12737,0
25951,1
15783,1
22723,1
1320,0
23470,1
27574,1
4021,0
2654,0
13320,0
7287,0
7426,0
1671,0
12953,0
22413,1
25128,1
8966,0
558,0
6545,0
15525,1
22607,1
7602,0
25559,1
11412,0
27585,1
16107,1
19783,1
18235,1
22280,1
21903,1
16948,1
18269,1
10172,0
20123,1
27120,1
18154,1
7355,0
24679,1
26978,1
576,0
5970,0
12724,0
727,0
7512,0
891,0
18855,1
11251,0
22841,1
3099,0
23334,1
21286,1
23804,1
22919,1
8886,0
24854,1
19961,1
9243,0
2048,0
21423,1
7055,0
2010,0
28212,1
14547,0
17501,1
19672,1
1257,0
13372,0
6876,0
22896,1
16746,1
6317,0
6076,0
15331,1
20331,1
10900,0
13560,0
13312,0
7112,0
18274,1
29218,1
4437,0
13558,0
16994,1
6852,0
23040,1
4292,0
2949,0
28838,1
28507,1
16827,1
29148,1
7036,0
7465,0
21596,1
4215,0
8950,0
24818,1
7783,0
21960,1
6921,0
24219,1
8106,0
19951,1
13005,0
4740,0
3970,0
20139,1
19104,1
13937,0
5245,0
17529,1
21435,1
1855,0
2452,0
21488,1
28197,1
19376,1
17943,1
22736,1
10372,0
4640,0
7474,0
16007,1
21599,1
21346,1
8795,0
12101,0
14540,0
29275,1
150,0
12259,0
18080,1
20330,1
25899,1
28311,1
19676,1
9262,0
25614,1
21868,1
15621,1
15874,1
27206,1
6502,0
20011,1
2110,0
7638,0
28524,1
11612,0
5638,0
19744,1
5402,0
601,0
17487,1
8392,0
6173,0
21072,1
12988,0
15623,1
3304,0
18686,1
14761,1
16532,1
27834,1
23582,1
12298,0
23567,1
10847,0
13598,0
25929,1
687,0
21337,1
16898,1
27651,1
9374,0
7961,0
27999,1
28692,1
15046,1
12965,0
12945,0
2020,0
14217,0
1438,0
1775,0
24778,1
12705,0
25071,1
28545,1
10258,0
21552,1
8286,0
13750,0
7059,0
14861,1
17124,1
21235,1
5271,0
61,0
241,0
4147,0
28553,1
13400,0
17726,1
14765,1
19466,1
5533,0
16151,1
19834,1
9103,0
13077,0
12241,0
5280,0
11267,0
16478,1
23247,1
8477,0
21851,1
22861,1
23783,1
19010,1
28074,1
13803,0
11807,0
10711,0
15240,1
17715,1
22301,1
399,0
26219,1
256,0
22604,1
1400,0
1050,0
22826,1
21846,1
1592,0
6494,0
25948,1
26746,1
20240,1
26764,1
19382,1
10571,0
21713,1
10681,0
1305,0
12507,0
9150,0
11960,0
13200,0
26773,1
7152,0
22921,1
22987,1
2169,0
14617,0
10497,0
16705,1
3489,0
9610,0
6700,0
1253,0
7014,0
25609,1
26306,1
22805,1
12200,0
18544,1
20137,1
8976,0
27777,1
6834,0
26906,1
23947,1
3297,0
19459,1
25323,1
22617,1
21283,1
4402,0
17250,1
19359,1
5998,0
12139,0
5979,0
5972,0
22855,1
16087,1
8872,0
16996,1
15639,1
16776,1
18206,1
3990,0
3428,0
24446,1
15519,1
21962,1
16918,1
1150,0
83,0
9336,0
17416,1
19717,1
22590,1
26615,1
8999,0
22235,1
21276,1
3265,0
6481,0
8269,0
27337,1
171,0
3563,0
17440,1
26665,1
28319,1
24692,1
5982,0
28121,1
21530,1
24542,1
3520,0
7231,0
1115,0
21094,1
21046,1
26229,1
2621,0
2562,0
22600,1
5552,0
27456,1
14328,0
7509,0
28765,1
7374,0
2047,0
23811,1
1081,0
8303,0
3635,0
1137,0
12391,0
11433,0
10021,0
27113,1
12666,0
12533,0
24755,1
236,0
1755,0
12787,0
9307,0
25822,1
10519,0
10039,0
20270,1
4238,0
29120,1
9530,0
14284,0
2802,0
21483,1
18937,1
1629,0
18025,1
2055,0
7521,0
1837,0
24771,1
13384,0
12026,0
26834,1
2231,0
16373,1
2782,0
17030,1
23158,1
28263,1
2295,0
6203,0
724,0
12416,0
14496,0
29101,1
23747,1
11727,0
22084,1
14939,1
23659,1
24504,1
2781,0
14161,0
12783,0
29000,1
24292,1
8851,0
23106,1
28211,1
10133,0
25577,1
27975,1
22667,1
24772,1
3553,0
10862,0
28346,1
8799,0
13088,0
28674,1
5504,0
4804,0
19607,1
11358,0
27127,1
1702,0
443,0
11705,0
21955,1
4821,0
1627,0
12144,0
10783,0
28708,1
14157,0
9900,0
27656,1
26592,1
15809,1
28527,1
3435,0
27705,1
22446,1
27626,1
3344,0
3091,0
21299,1
22139,1
29016,1
19135,1
2835,0
18402,1
4777,0
14773,1
18335,1
8351,0
9432,0
3673,0
12628,0
6987,0
280,0
12215,0
26939,1
10914,0
8158,0
3667,0
12033,0
7999,0
25190,1
25438,1
24576,1
17688,1
27064,1
12626,0
6962,0
6510,0
23932,1
22925,1
27832,1
26310,1
13785,0
19714,1
8610,0
16349,1
23841,1
6300,0
11163,0
2083,0
25724,1
16934,1
23868,1
3593,0
5165,0
9056,0
27276,1
25802,1
9381,0
20101,1
15681,1
21394,1
26305,1
25927,1
8825,0
11471,0
22844,1
157,0
9122,0
2651,0
11873,0
22650,1
2997,0
14290,0
25129,1
18002,1
13345,0
20659,1
18374,1
27732,1
25480,1
1471,0
28292,1
26463,1
17697,1
6183,0
5667,0
24241,1
5326,0
20380,1
7941,0
23955,1
29039,1
28891,1
7831,0
11775,0
21991,1
17743,1
2759,0
23153,1
9208,0
19923,1
2523,0
22196,1
16336,1
6503,0
1905,0
13761,0
10043,0
4482,0
7320,0
17885,1
19837,1
19393,1
6735,0
16718,1
4815,0
5986,0
8469,0
27603,1
28957,1
17566,1
13424,0
21953,1
24596,1
15657,1
20292,1
26218,1
18844,1
13778,0
19745,1
29236,1
22984,1
3786,0
20122,1
25866,1
9156,0
10204,0
15460,1
12188,0
20816,1
13899,0
8200,0
11885,0
17971,1
23029,1
4094,0
28445,1
23375,1
21352,1
24119,1
11156,0
3640,0
18392,1
28877,1
4969,0
12899,0
24987,1
24898,1
20018,1
13062,0
4020,0
23017,1
10184,0
21895,1
21898,1
18428,1
17595,1
15749,1
23707,1
19625,1
27391,1
8972,0
11518,0
16652,1
19312,1
18307,1
6797,0
4982,0
24401,1
20492,1
10076,0
8883,0
24696,1
19392,1
20946,1
27784,1
24528,1
28229,1
22284,1
8504,0
16176,1
17314,1
11906,0
984,0
4555,0
22239,1
13138,0
15247,1
16135,1
25912,1
19027,1
13390,0
13174,0
15710,1
26674,1
27986,1
20800,1
740,0
3650,0
11364,0
5269,0
21742,1
2993,0
3709,0
11028,0
20930,1
6923,0
27500,1
6881,0
16358,1
15819,1
19052,1
4365,0
12054,0
28911,1
3686,0
26553,1
24833,1
17734,1
29329,1
2401,0
18169,1
8963,0
24641,1
3021,0
3095,0
16477,1
13151,0
14185,0
28397,1
11721,0
17923,1
382,0
26799,1
17451,1
1955,0
5693,0
7162,0
1336,0
19058,1
23540,1
20520,1
26155,1
25981,1
24558,1
26560,1
15512,1
3600,0
3723,0
18472,1
1589,0
3770,0
19489,1
16743,1
5073,0
17882,1
20621,1
25276,1
21405,1
1628,0
9096,0
29242,1
11213,0
21205,1
25915,1
25699,1
6804,0
6534,0
12118,0
2855,0
21954,1
19635,1
23013,1
23938,1
23093,1
18114,1
14219,0
27231,1
16501,1
2629,0
18890,1
25831,1
23771,1
29129,1
10913,0
7609,0
17886,1
21547,1
21147,1
4885,0
8294,0
15473,1
5553,0
25578,1
5713,0
16149,1
26849,1
7094,0
21339,1
8329,0
15407,1
23230,1
20415,1
491,0
24548,1
1200,0
17485,1
22107,1
25294,1
24498,1
4531,0
8908,0
14283,0
16513,1
18758,1
8483,0
22055,1
5347,0
10256,0
18153,1
10194,0
16962,1
8818,0
11155,0
17756,1
9200,0
7883,0
10453,0
9346,0
6869,0
10719,0
29273,1
24850,1
2360,0
27164,1
15579,1
27974,1
23331,1
25267,1
2589,0
6124,0
14025,0
18885,1
2298,0
1432,0
15216,1
22688,1
26037,1
16402,1
5359,0
27885,1
22689,1
7929,0
10836,0
22143,1
5880,0
22697,1
28514,1
20803,1
28747,1
24421,1
6002,0
1106,0
11252,0
14503,0
16686,1
16451,1
27040,1
3013,0
6485,0
379,0
2922,0
224,0
23395,1
24911,1
2170,0
16375,1
21620,1
25757,1
17096,1
14340,0
11133,0
19770,1
21509,1
7135,0
26661,1
21996,1
15381,1
2752,0
2623,0
3446,0
3002,0
12581,0
7015,0
24562,1
6935,0
6234,0
1369,0
8486,0
17560,1
15792,1
18883,1
27256,1
23291,1
5395,0
18911,1
22966,1
4338,0
567,0
6937,0
16447,1
22742,1
20220,1
17032,1
7341,0
20599,1
6526,0
1802,0
12276,0
23635,1
15273,1
400,0
21239,1
19292,1
23960,1
190,0
19203,1
25712,1
11123,0
22262,1
7282,0
18998,1
18017,1
20511,1
1787,0
13490,0
25984,1
6880,0
25552,1
15148,1
21978,1
3073,0
12412,0
3122,0
2429,0
5650,0
5052,0
264,0
7296,0
3690,0
24144,1
12896,0
8672,0
22394,1
16805,1
3299,0
2456,0
10020,0
27861,1
17702,1
11914,0
3199,0
23117,1
25997,1
5119,0
20426,1
12979,0
18453,1
18617,1
7687,0
13910,0
9380,0
16185,1
18478,1
19026,1
1873,0
5716,0
3763,0
6060,0
10992,0
6957,0
17786,1
9542,0
19273,1
17510,1
13842,0
16498,1
13646,0
7151,0
10320,0
1888,0
4544,0
18448,1
23949,1
26642,1
19129,1
16430,1
19450,1
23423,1
2350,0
19818,1
20333,1
25823,1
8644,0
3422,0
12173,0
13335,0
2513,0
27057,1
28872,1
19,0
18179,1
25522,1
16973,1
9362,0
25164,1
28334,1
17226,1
22695,1
23752,1
20013,1
28410,1
7003,0
17351,1
3511,0
19011,1
7088,0
18592,1
27215,1
8479,0
3805,0
16162,1
3228,0
1544,0
28766,1
21594,1
4810,0
20774,1
8259,0
19229,1
9462,0
3789,0
21723,1
3194,0
11184,0
19772,1
738,0
3397,0
21374,1
21949,1
25026,1
19338,1
21019,1
9449,0
3215,0
4006,0
15970,1
1220,0
2477,0
27947,1
12808,0
11630,0
26841,1
9698,0
16169,1
26452,1
5459,0
9717,0
20929,1
26300,1
29044,1
9140,0
19088,1
16531,1
23276,1
23357,1
12663,0
8150,0
4927,0
25382,1
17183,1
5760,0
27052,1
85,0
17691,1
2723,0
10822,0
4547,0
453,0
23818,1
11397,0
6444,0
6102,0
11062,0
8416,0
254,0
22658,1
12473,0
15536,1
17343,1
7615,0
27257,1
4949,0
2263,0
19161,1
14550,0
14957,1
10377,0
7104,0
19767,1
10766,0
4980,0
26677,1
27386,1
17544,1
9651,0
28701,1
23655,1
29310,1
22357,1
1065,0
19307,1
9489,0
25558,1
13765,0
8071,0
15028,1
5930,0
13604,0
18282,1
28647,1
25863,1
8965,0
6738,0
11541,0
27842,1
13717,0
5374,0
12350,0
17021,1
22751,1
12232,0
4560,0
22407,1
8721,0
12633,0
13037,0
22185,1
7536,0
22149,1
23133,1
11484,0
15279,1
6580,0
12882,0
18918,1
4198,0
6271,0
20543,1
2972,0
2807,0
22458,1
988,0
26494,1
14719,1
11729,0
6004,0
25729,1
2941,0
19751,1
17916,1
4912,0
21185,1
16359,1
1203,0
1181,0
29131,1
19548,1
27225,1
9063,0
1714,0
18747,1
27192,1
16832,1
8133,0
27647,1
3147,0
7313,0
8261,0
8633,0
23647,1
7487,0
7880,0
849,0
9515,0
10224,0
22865,1
18419,1
11994,0
27443,1
24531,1
2748,0
1189,0
5619,0
22113,1
6625,0
8038,0
9755,0
25554,1
10578,0
17872,1
12437,0
11564,0
17765,1
18968,1
24809,1
22811,1
13964,0
6477,0
2248,0
24249,1
28450,1
14868,1
11087,0
26738,1
4790,0
10380,0
9105,0
14029,0
6570,0
21935,1
28843,1
7193,0
16939,1
20197,1
13116,0
3649,0
7001,0
21786,1
13191,0
12956,0
26507,1
22001,1
4167,0
9747,0
21928,1
22104,1
14779,1
5840,0
14772,1
4884,0
12794,0
18807,1
8314,0
18359,1
28536,1
13058,0
7106,0
20791,1
26876,1
5818,0
3677,0
5006,0
27556,1
23784,1
21378,1
10445,0
16465,1
5841,0
13718,0
27709,1
11521,0
107,0
4512,0
17800,1
11224,0
14933,1
14143,0
3694,0
24932,1
18882,1
28041,1
11503,0
9312,0
304,0
532,0
16847,1
8731,0
23576,1
2451,0
12400,0
3537,0
19444,1
1979,0
23348,1
29013,1
8743,0
349,0
16261,1
8617,0
19201,1
23242,1
23229,1
6630,0
22630,1
13532,0
24442,1
21115,1
25161,1
10835,0
25788,1
16549,1
5411,0
24905,1
9680,0
8344,0
23460,1
18006,1
23909,1
20246,1
27487,1
24715,1
135,0
23998,1
18208,1
22334,1
25149,1
10244,0
10861,0
16780,1
11894,0
5345,0
11988,0
21546,1
440,0
25693,1
257,0
6515,0
9532,0
17427,1
2945,0
28695,1
24402,1
923,0
7080,0
16721,1
16946,1
28501,1
26989,1
18308,1
21830,1
12757,0
885,0
3778,0
20384,1
27882,1
13323,0
13530,0
23432,1
25170,1
356,0
13142,0
20980,1
27176,1
21664,1
590,0
7530,0
17900,1
28091,1
27423,1
10853,0
4749,0
4397,0
7898,0
26095,1
26912,1
8413,0
27910,1
9861,0
10018,0
16578,1
5925,0
24662,1
17748,1
26893,1
11981,0
3598,0
10071,0
7207,0
27752,1
1016,0
6330,0
12913,0
18782,1
15748,1
22914,1
29045,1
11195,0
22072,1
1155,0
18572,1
8436,0
27077,1
17984,1
995,0
22031,1
5125,0
27478,1
14357,0
13393,0
27509,1
1829,0
6024,0
10563,0
2917,0
19872,1
25474,1
4274,0
22010,1
28554,1
6770,0
4680,0
29153,1
3696,0
16935,1
27977,1
24284,1
24082,1
6732,0
25978,1
12928,0
14258,0
27672,1
28740,1
11799,0
9427,0
27008,1
17415,1
6821,0
13574,0
13909,0
21944,1
14151,0
4090,0
25767,1
11276,0
14158,0
1371,0
14567,0
14590,0
22255,1
28141,1
7315,0
13156,0
18385,1
3986,0
12587,0
23335,1
27121,1
5360,0
25721,1
7847,0
7955,0
24993,1
18492,1
16248,1
5490,0
7079,0
11764,0
14739,1
4638,0
16243,1
8975,0
3068,0
16650,1
10960,0
21834,1
7772,0
15966,1
17471,1
16380,1
11600,0
27424,1
985,0
8310,0
26255,1
18302,1
21132,1
22481,1
15563,1
10479,0
132,0
7676,0
26858,1
193,0
14399,0
11495,0
11425,0
19484,1
24920,1
9248,0
1294,0
15370,1
19936,1
13690,0
11096,0
3314,0
15137,1
7711,0
21016,1
1341,0
18722,1
23716,1
24598,1
1509,0
26138,1
25718,1
24751,1
13246,0
4770,0
2712,0
16244,1
8754,0
1803,0
20188,1
23705,1
3191,0
18192,1
17444,1
23600,1
20216,1
1068,0
21452,1
26489,1
17551,1
28847,1
14038,0
25605,1
4612,0
5026,0
25375,1
22866,1
28268,1
21107,1
19995,1
20325,1
7485,0
22269,1
19165,1
9015,0
16247,1
18984,1
10589,0
867,0
12914,0
5827,0
8864,0
22508,1
20211,1
5724,0
24039,1
21836,1
20745,1
11805,0
8359,0
19415,1
4891,0
4787,0
14870,1
19416,1
13597,0
18723,1
24103,1
1785,0
1865,0
8395,0
27140,1
8931,0
23552,1
17491,1
2371,0
13763,0
24384,1
16980,1
16198,1
9079,0
13947,0
21000,1
18,0
15085,1
13986,0
15284,1
1339,0
20790,1
24481,1
10972,0
6316,0
23817,1
25429,1
27207,1
23532,1
9185,0
13787,0
522,0
23775,1
25604,1
18515,1
16528,1
17403,1
27260,1
4478,0
21752,1
29060,1
7384,0
5826,0
8017,0
13033,0
23957,1
24290,1
12801,0
17851,1
10347,0
9734,0
6731,0
23072,1
4672,0
18303,1
12111,0
28427,1
497,0
1215,0
28848,1
16139,1
27963,1
16569,1
13492,0
24563,1
14254,0
17820,1
18512,1
26501,1
29149,1
21068,1
27855,1
2991,0
26963,1
